ResponseID,Date_submitted,Last_page,Start_language,Seed,date_begun,date_lastaction,Are_you_a_stude.._,I_understand_th.._,I_understand_th.._,I_have_talked_t.._,focusgroup_participant,focusgroup_number,firsttime_completingsurvey,age,school_yesorno,gradeoryear,uni_program,goodatschool_important,adultwhocares_atschool,accepted_atschool,supportedatschool,safe_atschool,hwdsb_scale,pronouns,pronouns_dummy,brothers,numberofbrothers,sisters,numberofsisters,nosibs,sibs_comments,sibcount,postcode,postcode_povertycoded,postcode_covidcoded,white,southasian,chinese,black,filippino,latinx,arab,southeastasian,westasian,korean,japanese,other,politicalparty,politicalparty_other,green_veg,carrots_etc,other_veg,citrusandberries,other_fruits,fullfat_dairy,lowfat_dairy,eggs,nutslegumesandpulses,fishandseafood,processedmeats,other_meat,refined_grains,whole_grains,sweet_bakedgoods,fastfoods,ssbs,juiceandsmoothies,dietq_scale,foodsec1_percep,foodsec2_exp,dietary_restrictions,dietaryrestrictions_comments,worried,sad,pain,tired,annoyed,problemswschoolwork,problemswsleep,problemswdailyroutine,canjoinactivities,chudbehav_scale,chudfeelings_scale,chudbehavs_scale,chudfull_scale,precovid_cantril,covid_cantrill,cantrill_changewcovid,optimistic,useful,relaxed,dealingwproblemswell,thinkingclearly,feelingclosetoppl,decisive,edinborough_scale,bedtime_lastnight,bedtime_lastnight_numeric,bedtime_lastnight_simplified,coded_bedtimelastnight,wakeuptime_thisAM,wakeuptime_thismorn_numeric,wakeuptime_thisAM_simplified,lastnight_hoursslept,usualschoolbedtime,usualschoolbedtime_simple,usualweekendbedtime,usualweekendbedtime_simplified,usualweekendwakeuptime_simplified,usualweekendwakeuptime,usualweekend_hoursslept,usualsleepdisruptions,usualsleepdisruptions2,sleepscale,overallsleepchanges_covid,overallsleepqualchange_covidcoded,activity_yesterday_mins,activityyesterday_coded,walkruncycle,skate,sportsandgym,danceandmartialarts,domesticlabour,overallphysactivitychange_covid,overallphysactivitychangecovid_coded,personalcare_dailyroutine_mins,personalcarechange_covid,personalcarechange_covid,handwashing,handwashing_coded,handwashingchange_covid,vidwatching_freq,socialmed_freq,singleplayergames_freq,multiplayergames_freq,screensasdistractionchange_covid,paidjob_freq,volunteering_freq,leadershipandactivism_freq,heavyschoolwork_freq,books,magazines,audiobooksandpodcasts,friendsinperson,friendsonline,talktofamily_inhouse,talktofamily_outofhousehold,cook_bake,nature,art,creativewriting,playmusic,hobbies,gamesandpuzzles,anythingelseabouttimeuse,anythingunusualaboutthelastfewweeks,What_else_would.._,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,29-Jan-21,7,en,2004221411,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,2,3,3,3,15,She/her,0,0,0,1,1,0,0,1,L9C,L9C,L9C,1,0,1,0,0,0,0,0,0,0,0,0,LIB,,2,1,2,3,2,4,2,4,2,1,-2,4,1,1,0,0,0,0,27,0,,0,,1,1,2,2,1,3,3,2,1,,7,9,16,5,3,-2,2,2,1,2,3,2,3,15,Later than 1:30 AM,2:00:00,2,6,Later than noon,13:00:00,13,11,Between 9PM and 10PM,-2.5,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,2,4,12,A little more.,1,30-60,2,A few times a week.,Never.,A few times a week.,A few times a week.,Every day or almost every day.,A little bit more.,1,30-60,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,A few times a week.,At least once an hour.,About once a week.,Once every few weeks.,A lot more.,2,0,1,Every week.,1,0,1,1,3,5,1,3,1,1,0,5,1,2,,,,"NO thanks, I'm not interested in the draw.",,1102.83,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,29-Jan-21,7,en,1288990681,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,,,,,,,,,,He/him,1,0,0,0,0,1,None,0,HWDSB-1,HWDSB-1,HWDSB-1,1,0,0,0,0,0,0,0,0,0,0,0,PNS,,1,0,1,3,2,4,3,0,1,0,-1,2,2,0,-1,-1,,2,,0,0,0,,2,4,2,3,2,4,3,4,5,,13,16,29,5,3,-2,1,1,3,2,3,2,3,15,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,5,4,15,A little less.,-1,Fewer than 15,0,Never.,Never.,Never.,Never.,About once a week.,,,15-30,A little bit less.,-1,6-10 times per day.,2,A lot more.,More than once a day.,,A few times a week.,Every day or almost every day.,About the same.,0,0,0,Once every few weeks.,0,0,0,0,1,,,0,1,0,0,4,0,,Nope,No.,,"NO thanks, I'm not interested in the draw.",,1456.25,43.77,,,,,195.81,,,,,,,,,,,,,,,,,217.3,,,,,,,,,,,,,,,,,,,,,,64.52,,,,,,,,,,55.3,,,,486.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.71
549,29-Jan-21,7,en,1968205890,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,15,"YES, I go to school",10,,3,2,3,3,4,15,She/her,0,1,1,0,0,0,0,1,L8S,L8S,L8S,0,0,1,0,0,0,0,0,0,0,0,0,DisagreewAll,,3,2,4,4,2,4,3,1,1,1,0,3,2,2,-1,0,0,4,35,0,0,0,,3,4,1,4,2,3,4,2,5,,14,14,28,7,4,-3,3,2,2,2,2,2,3,16,Later than 1:30 AM,2:00:00,2,6,Between 8 AM and 9 AM,8:30:00,8.5,6.5,Between 11:30PM and 12:30AM,0,Between 12:30AM and 1:30AM,1,Between 8AM and 9AM,8.5,7.5,5,4,15,A lot less.,-2,15-30,1,A few times a week.,About once a week.,Once every few weeks.,Once every few weeks.,A few times a week.,A little bit more.,1,30-60,A little bit less.,-1,6-10 times per day.,2,A lot more.,Every day or almost every day.,A few times a day.,About once a week.,Once every few weeks.,A lot more.,3,0,0,Most weeks.,2,0,0,0,4,4,2,2,2,5,0,5,4,0,,,,"YES, I'd like to enter the draw!",,897.66,32.12,,,,,218.28,,,,,,,,,,,,,,,,,196.46,,,,,,,,,,,,,,,,,,,,,,83.35,,,,,,,,,,129.37,,,,617.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31
550,,2,en,722539132,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",12,,4,4,3,4,4,19,She/her,0,1,4,0,0,0,0,1,L8V,L8V,L8V,1,0,0,0,0,0,0,0,0,0,0,0,DisagreewAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.3,68.3,,,,,168.79,,,,,,,,,,,,,,,,,185.28,,,,,,,,,,,,,,,,,,,,,,67.31,,,,,,,,,,97.33,,,,352.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.47
553,29-Jan-21,7,en,2071051509,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,4,2,2,1,3,12,She/her,0,0,0,0,0,1,0,0,LOR,LOR,LOR,1,0,0,0,0,0,0,0,0,0,0,0,NDP,,3,2,0,2,3,1,3,4,0,1,-1,1,2,0,-3,0,0,0,18,0,0,0,,4,4,2,5,3,3,4,1,5,,18,13,31,8,5,-3,4,3,2,4,3,3,1,20,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 8 AM and 9 AM,8:30:00,8.5,7.5,Between 12:30AM and 1:30AM,1,Between 12:30AM and 1:30AM,1,Between 9AM and 10AM,9.5,8.5,5,4,14,A little less.,-1,60+,3,More than once a day.,Never.,Never.,Every day or almost every day.,A few times a week.,A lot more.,2,15-30,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,About the same.,More than once a day.,At least once an hour.,About once a week.,A few times a week.,A lot more.,0,0,0,Most weeks.,3,0,5,0,3,,2,4,5,1,0,5,3,3,"Definitely changed, I spend a lot more time alone in my room.",I've been playing mine craft on the school i pad with my friends with gives us all an opportunity to connect ,"I used to go for 2 mountain brow walks everyday and I find this helps my mental health but, I just had surgery with prevents me from going out as much.","YES, I'd like to enter the draw!","Jenna M 
slmoulton@hotmail.com ",1220.72,38.12,,,,,85.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,29-Jan-21,7,en,191732384,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",9,,3,,,,,,,,1,1,0,0,0,0,1,L8T,L8T,L8T,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1,2,1,0,4,2,2,,,-2,4,1,,,-1,-4,2,,2,1,1,braces,2,1,1,1,2,1,1,1,5,,7,8,15,8,8,0,3,4,2,4,4,4,4,25,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 10 AM and 11 AM,10:30:00,10.5,9.5,Between 10PM and 11:30PM,-1.25,Between 12:30AM and 1:30AM,1,Between 11AM and noon,11.5,10.5,1,4,10,A lot more.,2,15-30,1,,Never.,Never.,About once a week.,A few times a week.,About the same.,0,30-60,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,Every day or almost every day.,At least once an hour.,About once a week.,Never.,A little bit more.,0,0,0,Every week.,1,0,1,0,3,5,3,3,1,2,0,5,0,2,,,"Spending time with my family and my cats. 
Hopefully be able to go out more often soon.
I miss seeing my friends ","NO thanks, I'm not interested in the draw.",,1538.16,28.36,,,,,251.55,,,,,,,,,,,,,,,,,129.29,,,,,,,,,,,,,,,,,,,,,,41.37,,,,,,,,,,110,,,,506.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2
555,29-Jan-21,7,en,1036561800,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",11,,4,4,4,4,4,20,He/him,1,1,1,0,0,0,0,1,L8S,L8S,L8S,1,0,0,0,0,0,0,0,0,0,0,0,NDP,,3,2,3,3,3,3,3,3,0,1,-2,3,0,2,-2,-2,-1,0,22,0,0,0,,1,1,1,2,2,1,2,1,3,,7,7,14,8,7,-1,3,3,5,3,4,3,3,24,Later than 1:30 AM,2:00:00,2,6,Later than noon,13:00:00,13,11,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Later than noon,13,11,2,2,10,A lot more.,2,60+,3,More than once a day.,More than once a day.,Never.,Never.,Every day or almost every day.,A little bit more.,1,30-60,A little bit more.,1,More than 10 times per day.,4,A lot more.,More than once a day.,At least once an hour.,About once a week.,About once a week.,A lot more.,3,1,0,Most weeks.,1,1,1,4,3,5,2,2,4,0,0,2,1,0,I have been skateboarding everyday for 2 or more hours a day,,,"YES, I'd like to enter the draw!","Anton, k antonkredl@gmail.com",1953.96,86.2,,,,,108.23,,,,,,,,,,,,,,,,,140.9,,,,,,,,,,,,,,,,,,,,,,60.81,,,,,,,,,,60.36,,,,382.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.54
556,29-Jan-21,7,en,761244614,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,17,"YES, I go to school",12,,2,2,3,4,4,15,,,1,1,1,2,0,0,2,L0R,L0R,L0R,0,1,0,0,0,0,0,0,0,0,0,0,DisagreewAll,,1,1,3,3,3,4,3,0,2,,,0,2,4,-3,-1,-1,3,,0,0,1,,3,4,5,3,5,1,1,3,5,,20,10,30,10,1,-9,3,1,1,1,2,2,1,11,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 11:30PM and 12:30AM,0,Between 11:30PM and 12:30AM,0,Between 10AM and 11AM,10.5,10.5,4,5,15,A lot less.,-2,15-30,1,About once a week.,Never.,Once every few weeks.,Every day or almost every day.,Every day or almost every day.,A lot less.,-2,30-60,A lot more.,2,3-5 times per day.,1,A lot more.,Every day or almost every day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,A lot more.,3,0,3,Once every few weeks.,0,1,1,0,4,4,4,3,2,1,0,5,3,1,,,,"NO thanks, I'm not interested in the draw.",,974.13,64.72,,,,,173.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,6,en,154194352,29-Jan-21,29-Jan-21,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,19,"NO, I don't go to school (e.g. I'm taking a gap year or I've dropped out)",gap,,,,,,,,She/her,0,1,0,1,0,0,0,2,L9H,L9H,L9H,1,0,0,0,0,0,0,0,0,0,0,0,GREEN,,2,2,2,2,2,3,3,4,2,0,0,4,2,2,-2,0,0,3,31,0,0,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.56,49.34,,,,,104.51,,,,,,,,,,,,,,,,,145.98,,,,,,,,,,,,,,,,,,,,,,47.61,,,,,,,,,,58.9,,,,270.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1
558,29-Jan-21,7,en,1924139240,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,3,2,2,2,1,10,He/him,1,1,1,0,0,0,0,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,0,DisagreewAll,,2,3,3,1,1,4,1,0,1,0,0,3,2,2,-1,0,-3,2,21,1,1,0,,5,5,5,5,4,5,5,5,5,,24,20,44,2,1,-1,1,1,1,1,1,1,1,7,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,4,5,15,A lot less.,-2,15-30,1,Every day or almost every day.,Once every few weeks.,Never.,Never.,A few times a week.,About the same.,0,Fewer than 15,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,Every day or almost every day.,A few times a day.,A few times a week.,A few times a week.,A little bit less.,0,0,0,Most weeks.,0,0,3,1,3,3,1,2,4,1,0,4,1,1,drowning in my depression,,,,,842.24,11.02,,,,,270.49,,,,,,,,,,,,,,,,,199.73,,,,,,,,,,,,,,,,,,,,,,75.37,,,,,,,,,,164.62,,,,859.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.35
559,,3,en,467578510,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,16,"YES, I go to school",11,,4,4,2,3,2,15,,,0,0,0,0,1,N/A,0,L8M,L8M,L8M,1,0,0,0,0,0,0,0,0,0,0,0,PNS,,3,3,3,2,1,3,3,4,0,0,-1,3,2,,-1,0,0,0,,1,0,1,"lactose intolerant, gluten sensitive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,58.65,,,,,252.43,,,,,,,,,,,,,,,,,144.71,,,,,,,,,,,,,,,,,,,,,,71.07,,,,,,,,,,89.11,,,,277.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
560,29-Jan-21,7,en,1704899246,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,18,"NO, I don't go to school (e.g. I'm taking a gap year or I've dropped out)",gap,,,,,,,,She/her,0,0,0,1,2,0,0,1,L9C,L9C,L9C,1,0,0,0,0,0,0,0,0,0,0,0,DisagreewAll,,0,1,1,1,1,3,4,3,3,0,-3,4,2,1,0,-2,-1,4,22,2,2,0,,4,3,2,5,2,4,3,3,4,,16,14,30,6,5,-1,2,1,3,3,3,2,3,17,Later than 1:30 AM,2:00:00,2,6,Between 7 AM and 8 AM,7:30:00,7.5,5.5,Later than 1:30AM,2,Later than 1:30AM,2,Later than noon,13,11,6,5,17,About the same.,0,Fewer than 15,0,Once every few weeks.,Never.,Never.,Never.,Every day or almost every day.,A lot less.,-2,15-30,A lot less.,-2,6-10 times per day.,2,A little bit more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,More than once a day.,Every day or almost every day.,A lot more.,0,0,0,Never.,4,0,0,0,1,5,1,2,1,0,0,5,0,0,,I've been actively applying  for jobs.,,"YES, I'd like to enter the draw!","Kyra G.
gilbertky193@gmail.com ",950.04,63.24,,,,,128.61,,,,,,,,,,,,,,,,,166.68,,,,,,,,,,,,,,,,,,,,,,59.06,,,,,,,,,,60.31,,,,321.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.47
561,29-Jan-21,7,en,1938528706,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,14,"YES, I go to school",9,,3,,,,2,,She/her,0,1,1,0,0,0,0,1,HWDSB,HWDSB,HWDSB,0,0,0,0,0,0,0,0,0,0,0,Hispanic ,,,2,,,,2,,,,,,,,,,,,,,,1,,,,4,5,2,3,3,4,,1,,,17,,,3,6,3,2,2,1,1,1,1,2,10,Later than 1:30 AM,2:00:00,2,6,Later than noon,13:00:00,13,11,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,4,4,14,A little more.,1,,,A few times a week.,A few times a week.,,A few times a week.,,A little bit more.,1,30-60,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,A few times a week.,More than once an hour- I've already done this at least 3 times while filling out this survey.,A few times a week.,Once every few weeks.,A little bit more.,,,,,3,0,1,2,3,,,,,,,5,,,No,No,"Eh, nothing much ",,,803.42,18.98,,,,,123.6,,,,,,,,,,,,,,,,,225.49,,,,,,,,,,,,,,,,,,,,,,63.67,,,,,,,,,,61.05,,,,342.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69
562,30-Jan-21,7,en,197922868,29-Jan-21,30-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,2,3,3,2,1,11,He/him,1,0,0,1,1,0,0,1,L8K,L8K,L8K,0,0,0,0,0,1,0,0,0,0,0,0,,,2,2,2,2,2,0,1,3,0,0,-1,3,1,1,-2,-1,-2,,,0,2,0,,5,2,3,5,1,1,3,5,4,,16,13,29,4,5,1,1,3,1,2,1,4,3,15,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Later than 1:30AM,2,Later than 1:30AM,2,Later than noon,13,11,1,5,12,A lot less.,-2,60+,3,About once a week.,Never.,Never.,Once every few weeks.,A few times a week.,About the same.,0,15-30,A little bit more.,1,6-10 times per day.,2,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,A few times a week.,A few times a week.,A lot more.,3,0,0,Once every few weeks.,1,0,1,2,2,4,3,2,1,0,0,2,1,1,,,,"NO thanks, I'm not interested in the draw.",,1691.33,189.39,,,,,25.79,,,,,,,,,,,,,,,,,231.38,,,,,,,,,,,,,,,,,,,,,,100.51,,,,,,,,,,119.09,,,,580.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2
564,30-Jan-21,7,en,125940096,29-Jan-21,30-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",12,,2,1,1,1,1,6,She/her,0,0,0,1,1,0,0,1,L9C,L9C,L9C,1,0,0,0,0,0,0,0,0,0,0,0,DontKnow,,0,1,1,2,2,3,2,2,0,0,-1,2,2,3,-2,-3,-3,2,13,0,0,0,,2,5,2,4,1,1,2,4,5,,14,12,26,5,3,-2,2,3,1,1,1,2,1,11,Between 9 PM and 10 PM,21:30:00,-2.5,2,Between 10 AM and 11 AM,10:30:00,10.5,13,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 9AM and 10AM,9.5,7.5,6,5,13,A lot less.,-2,Fewer than 15,0,Once every few weeks.,Never.,Never.,A few times a week.,A few times a week.,A lot less.,-2,Fewer than 15,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,A lot more.,5,0,0,Every week.,1,0,0,1,0,4,1,0,1,0,0,5,0,0,,,,"NO thanks, I'm not interested in the draw.",,535.52,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,30-Jan-21,7,en,1722140650,29-Jan-21,30-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,4,,3,4,3,,She/her,0,1,4,0,0,0,0,1,L9C,L9C,L9C,0,0,0,1,0,0,1,0,0,0,0,0,,,1,1,2,2,2,2,2,4,2,0,-1,4,2,2,-2,-1,-2,4,24,0,0,,,1,2,1,1,5,1,1,1,1,,10,4,14,5,4,-1,3,1,4,4,5,1,3,21,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 11 AM and noon,11:30:00,11.5,11.5,Between 10PM and 11:30PM,-1.25,Between 10PM and 11:30PM,-1.25,Between 10AM and 11AM,10.5,11.75,1,3,8,About the same.,0,Fewer than 15,0,Once every few weeks.,Never.,Never.,Never.,A few times a week.,A little bit less.,-1,60-90,A little bit more.,1,3-5 times per day.,1,A lot more.,More than once a day.,At least once an hour.,Once every few weeks.,About once a week.,A lot more.,0,0,0,Once every few weeks.,,,,1,5,5,5,,5,,,1,,0,,I've discovered my passion for drawing and ever since i've been more distracted and its something I look forward to doing everyday,,"YES, I'd like to enter the draw!","Minna K
minnakamal33@gmail.com
",2260.43,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,30-Jan-21,7,en,2136474441,30-Jan-21,30-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,16,"YES, I go to school",11,,4,4,3,2,4,17,She/her,0,1,1,0,0,0,0,1,L8P,L8P,L8P,1,0,0,0,0,0,0,0,0,0,0,0,NDP,,4,3,3,3,3,4,3,4,1,0,0,4,2,3,-2,-1,-1,2,35,0,0,0,,4,4,1,5,2,4,3,3,3,,16,13,29,8,4,-4,2,3,1,2,3,1,3,15,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 10AM and 11AM,10.5,8.5,4,5,15,A lot less.,-2,30-60,2,A few times a week.,Never.,Never.,Never.,Every day or almost every day.,A little bit less.,-1,30-60,A little bit less.,-1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,A lot more.,3,0,0,Every week.,1,0,0,2,3,3,1,2,1,0,0,0,0,1,"Your questions on sleep don't allow me to include naps. I nap around twice a day, often during classes since the pandemic started so even if I am waking up before 9, I'm often going right back to sleep. ",For high school students culminating were due last week so it was definitely higher stress then usual.  ,There is definitely a feeling of disconnect. I am an extrovert and love being out with people but in the pandemic I have no social battery. Answering texts has become a chore so much so that I often avoid my friends and family and just want to be alone and wait all this out. It can be lonely and suffocating to be receiving messages and not be able to answer them. Generally I have just become much lazier and less motivated. I put all my work off to the last minute and dread everything other then sleep and mindlessly scrolling through tiktok. ,"NO thanks, I'm not interested in the draw.",,1338.42,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
